<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>
2025.02.05	04:00:00	97785.90	98137.40	97068.10	97923.70
2025.02.05	05:00:00	97913.70	98261.20	97714.60	97983.70
2025.02.05	06:00:00	97981.00	98287.40	97847.50	97983.90
2025.02.05	07:00:00	97991.00	98270.70	97629.90	98093.90
2025.02.05	08:00:00	98093.10	98177.40	97505.60	97596.60
2025.02.05	09:00:00	97591.00	97918.80	97311.20	97802.30
2025.02.05	10:00:00	97798.30	97981.40	97508.90	97560.90
2025.02.05	11:00:00	97550.70	97900.50	97196.70	97355.70
2025.02.05	12:00:00	97353.00	97977.60	97315.00	97681.80
2025.02.05	13:00:00	97685.10	98165.30	97653.50	98149.20
2025.02.05	14:00:00	98162.90	98665.40	97949.60	98005.90
2025.02.05	15:00:00	97990.20	98639.20	97900.20	98536.20
2025.02.05	16:00:00	98514.30	99107.90	98062.10	98238.20
2025.02.05	17:00:00	98251.10	98517.10	97697.40	98049.70
2025.02.05	18:00:00	98047.90	98244.90	97269.00	97916.80
2025.02.05	19:00:00	97924.30	98207.40	97281.50	97493.70
2025.02.05	20:00:00	97491.20	97642.10	96445.50	96667.50
2025.02.05	21:00:00	96664.50	97454.80	96429.60	97310.00
2025.02.05	22:00:00	97319.50	97644.70	96812.40	97262.40
2025.02.05	23:00:00	97266.30	97483.00	96702.00	96871.60
2025.02.06	00:00:00	96852.50	97004.10	96207.60	96402.70
2025.02.06	01:00:00	96398.50	96805.90	96096.60	96556.20
2025.02.06	02:00:00	96540.70	96937.50	96361.50	96759.10
2025.02.06	03:00:00	96770.30	97169.60	96572.00	97103.50
2025.02.06	04:00:00	97101.30	97406.40	97028.50	97301.50
2025.02.06	05:00:00	97306.00	97447.00	97013.50	97293.10
2025.02.06	06:00:00	97301.90	97787.40	97212.20	97560.50
2025.02.06	07:00:00	97569.70	97824.50	97529.20	97760.70
2025.02.06	08:00:00	97764.00	98376.40	97637.10	98320.30
2025.02.06	09:00:00	98316.30	98316.30	97947.50	98152.40
2025.02.06	10:00:00	98141.60	98274.30	97867.50	98077.40
2025.02.06	11:00:00	98069.60	98680.10	98047.80	98553.90
2025.02.06	12:00:00	98556.80	99009.10	98556.80	98967.50
2025.02.06	13:00:00	98962.40	99074.70	98346.00	98813.70
2025.02.06	14:00:00	98816.20	99007.30	98239.80	98301.50
2025.02.06	15:00:00	98297.20	98729.00	98112.50	98550.90
2025.02.06	16:00:00	98557.40	98865.00	97733.10	97782.60
2025.02.06	17:00:00	97781.20	98012.30	96857.10	97271.50
2025.02.06	18:00:00	97278.20	97487.40	96333.60	96529.90
2025.02.06	19:00:00	96537.40	97134.60	96319.20	96650.20
2025.02.06	20:00:00	96655.40	96784.50	95822.05	96264.60
2025.02.06	21:00:00	96258.00	96858.70	95620.40	95938.50
2025.02.06	22:00:00	95925.70	97028.80	95723.70	96874.70
2025.02.06	23:00:00	96871.60	96893.20	96037.90	96767.40
2025.02.07	00:00:00	96771.70	96900.30	96110.60	96900.30
2025.02.07	01:00:00	96910.00	96910.00	96148.60	96502.50
2025.02.07	02:00:00	96502.50	96880.60	96347.90	96451.90
2025.02.07	03:00:00	96443.70	97787.50	96443.70	97338.30
2025.02.07	04:00:00	97338.60	97573.40	97008.80	97521.60
2025.02.07	05:00:00	97520.90	97710.10	97187.50	97397.60
2025.02.07	06:00:00	97405.00	97822.40	97327.90	97370.50
2025.02.07	07:00:00	97379.30	97487.40	97087.10	97286.50
2025.02.07	08:00:00	97295.40	97315.00	96527.40	96701.60
2025.02.07	09:00:00	96697.50	97169.20	96590.70	96692.50
2025.02.07	10:00:00	96694.30	97207.20	96553.80	96965.10
2025.02.07	11:00:00	96967.40	97334.40	96967.40	97227.30
2025.02.07	12:00:00	97228.40	97437.40	97186.60	97205.40
2025.02.07	13:00:00	97211.70	97704.00	97211.70	97693.50
2025.02.07	14:00:00	97691.30	97971.40	97444.60	97903.80
2025.02.07	15:00:00	97906.00	98803.00	97137.50	98769.90
2025.02.07	16:00:00	98775.40	100098.30	98626.50	99651.60
2025.02.07	17:00:00	99660.40	99660.40	97540.50	98234.70
2025.02.07	18:00:00	98239.50	98522.70	97612.60	97776.60
2025.02.07	19:00:00	97779.40	98117.50	97087.50	97365.50
2025.02.07	20:00:00	97365.60	98313.30	97236.10	97684.40
2025.02.07	21:00:00	97682.00	97772.20	96805.50	96827.50
2025.02.07	22:00:00	96832.80	96872.70	95551.30	95694.50
2025.02.07	23:00:00	95709.50	96093.40	95627.70	95944.30
2025.02.08	00:00:00	95951.50	96042.10	95571.30	96001.70
2025.02.08	01:00:00	95996.20	96465.90	95799.00	96442.00
2025.02.08	02:00:00	96442.00	96799.90	96277.50	96600.50
2025.02.08	03:00:00	96603.60	96720.70	96313.00	96466.60
2025.02.08	04:00:00	96469.30	96771.80	96347.50	96702.80
2025.02.08	05:00:00	96698.40	96836.00	96484.80	96647.50
2025.02.08	06:00:00	96645.50	96645.50	96159.80	96254.20
2025.02.08	07:00:00	96258.90	96310.40	95997.30	96152.40
2025.02.08	08:00:00	96146.80	96170.50	95826.10	95938.80
2025.02.08	09:00:00	95936.10	96237.30	95703.40	96140.80
2025.02.08	10:00:00	96140.90	96235.70	95824.80	95831.50
2025.02.08	11:00:00	95836.20	96144.80	95836.20	96110.70
2025.02.08	12:00:00	96111.70	96178.40	96064.50	96156.30
